<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBERP,60,20200213,150000,234.7500000,235.6800000,234.1500000,235.3800000,303750
SBERP,60,20200213,160000,235.4000000,235.8700000,235.4000000,235.8100000,456420
SBERP,60,20200213,170000,235.8500000,236.4000000,235.5300000,236.1000000,498240
SBERP,60,20200213,180000,236.0900000,236.7500000,235.6800000,236.5000000,376700
SBERP,60,20200213,190000,236.5000000,237.0000000,236.0200000,236.3000000,724570
SBERP,60,20200214,110000,236.9600000,236.9900000,236.1500000,236.2700000,362090
SBERP,60,20200214,120000,236.2700000,236.4300000,233.0100000,233.4000000,1230930
SBERP,60,20200214,130000,233.4100000,233.4900000,232.3300000,232.9800000,967170
SBERP,60,20200214,140000,232.9700000,233.9300000,232.6900000,233.9200000,451800
SBERP,60,20200214,150000,233.9200000,233.9700000,233.5000000,233.5400000,343590
SBERP,60,20200214,160000,233.5500000,234.0100000,233.3300000,233.9400000,411450
SBERP,60,20200214,170000,233.9500000,234.1900000,232.8000000,232.9800000,596480
SBERP,60,20200214,180000,232.9200000,233.4800000,232.7500000,232.9600000,491620
SBERP,60,20200214,190000,232.9600000,233.2200000,232.8200000,232.8700000,404230
SBERP,60,20200217,110000,233.5800000,234.0000000,232.9300000,233.6600000,502110
SBERP,60,20200217,120000,233.6800000,233.9000000,232.6200000,232.8600000,698520
SBERP,60,20200217,130000,232.9500000,233.3800000,232.6500000,233.2300000,178280
SBERP,60,20200217,140000,233.1900000,233.4600000,231.5200000,231.9400000,588480
SBERP,60,20200217,150000,231.9400000,232.1700000,231.7400000,231.9200000,149650
SBERP,60,20200217,160000,231.9100000,232.0800000,230.4100000,230.9800000,998440
SBERP,60,20200217,170000,231.0000000,231.3200000,230.7000000,231.0300000,690990
SBERP,60,20200217,180000,231.0000000,231.4400000,230.6400000,231.2600000,732220
SBERP,60,20200217,190000,231.2600000,231.5300000,231.0500000,231.4700000,207870
SBERP,60,20200218,110000,230.7100000,231.0500000,230.0100000,230.4400000,723840
SBERP,60,20200218,120000,230.4400000,230.7200000,230.1000000,230.3000000,494610
SBERP,60,20200218,130000,230.3000000,230.3600000,225.7500000,227.8500000,4040290
SBERP,60,20200218,140000,227.9700000,229.3800000,227.8400000,229.1500000,678130
SBERP,60,20200218,150000,229.1600000,229.8400000,228.5000000,228.5100000,453690
SBERP,60,20200218,160000,228.5200000,229.0200000,228.1600000,228.7000000,409740
SBERP,60,20200218,170000,228.7000000,229.0100000,228.4000000,228.5000000,263430
SBERP,60,20200218,180000,228.5200000,229.2300000,228.5000000,228.8300000,442150
SBERP,60,20200218,190000,228.8200000,229.0700000,227.0000000,228.1400000,1400200
SBERP,60,20200219,110000,229.0500000,229.8600000,228.1400000,228.5000000,1029430
SBERP,60,20200219,120000,228.5000000,228.7400000,227.1500000,228.2600000,828960
SBERP,60,20200219,130000,228.2100000,229.0000000,228.0900000,228.8500000,471340
SBERP,60,20200219,140000,228.8400000,229.1000000,228.6000000,228.7500000,305750
SBERP,60,20200219,150000,228.7500000,228.9000000,228.0200000,228.3700000,1185850
SBERP,60,20200219,160000,228.3700000,229.1000000,228.1800000,228.3800000,376710
SBERP,60,20200219,170000,228.3800000,229.5300000,228.1500000,229.4700000,437030
SBERP,60,20200219,180000,229.4700000,229.7600000,229.1300000,229.5600000,438310
SBERP,60,20200219,190000,229.5600000,229.8500000,229.1200000,229.5300000,406260
SBERP,60,20200220,110000,230.0000000,230.8400000,229.8100000,230.6600000,600830
SBERP,60,20200220,120000,230.6600000,231.2500000,230.4700000,231.2500000,811100
SBERP,60,20200220,130000,231.2500000,231.4800000,231.1500000,231.3600000,408750
SBERP,60,20200220,140000,231.3400000,231.4000000,230.8000000,230.9500000,410100
SBERP,60,20200220,150000,231.0000000,231.6800000,230.9300000,231.5300000,254590
SBERP,60,20200220,160000,231.5200000,231.7000000,231.3000000,231.4300000,230030
SBERP,60,20200220,170000,231.5000000,231.6500000,230.5800000,230.6500000,323970
SBERP,60,20200220,180000,230.6500000,230.8600000,229.6000000,230.3200000,605780
SBERP,60,20200220,190000,230.2700000,230.4800000,229.9000000,229.9000000,219610
SBERP,60,20200221,110000,229.0000000,229.5200000,228.1200000,228.3500000,807250
SBERP,60,20200221,120000,228.3200000,229.8500000,228.2000000,229.8300000,878810
SBERP,60,20200221,130000,229.8200000,230.2300000,229.6000000,229.8100000,292950
SBERP,60,20200221,140000,229.8000000,230.4700000,229.7100000,230.2000000,300540
SBERP,60,20200221,150000,230.2000000,230.9000000,230.2000000,230.7400000,243670
SBERP,60,20200221,160000,230.7400000,231.3300000,230.4000000,231.0900000,362080
SBERP,60,20200221,170000,231.0900000,231.1800000,229.9500000,230.2000000,268930
SBERP,60,20200221,180000,230.1900000,230.7900000,229.8500000,230.2200000,312500
SBERP,60,20200221,190000,230.1600000,231.0800000,230.1500000,230.9100000,444510
SBERP,60,20200225,110000,227.9500000,228.7700000,226.8000000,227.8300000,1273570
SBERP,60,20200225,120000,227.8000000,229.1700000,227.7100000,228.9300000,733310
